S3: N=20, L=20, pop=60
S676: N=34, L=53, pop=140
S949: N=38, L=29, pop=96
S951: N=40, L=26, pop=92
S954: N=41, L=52, pop=145
S955: N=20, L=42, pop=104
S959: N=28, L=70, pop=168
S968: N=48, L=42, pop=132
S977: N=45, L=30, pop=105
S979: N=51, L=41, pop=133
S981: N=42, L=35, pop=112
S982: N=41, L=37, pop=115
S992: N=45, L=33, pop=111
S998: N=31, L=10, pop=51
S1000: N=39, L=35, pop=109
S1008: N=38, L=36, pop=110
S1010: N=26, L=44, pop=114
S1012: N=16, L=40, pop=96
S1019: N=54, L=48, pop=150
S1375: N=21, L=23, pop=67
S1385: N=45, L=28, pop=101
S1395: N=21, L=21, pop=63
S1401: N=45, L=38, pop=121
S1407: N=34, L=37, pop=108
S1410: N=41, L=48, pop=137
S1418: N=52, L=22, pop=96
S1428: N=49, L=43, pop=135
S1436: N=55, L=27, pop=109
S1437: N=21, L=40, pop=101
S1821: N=58, L=44, pop=146
S1825: N=21, L=39, pop=99
S1829: N=26, L=33, pop=92
S1839: N=30, L=36, pop=102
S1840: N=27, L=35, pop=97
S1845: N=12, L=37, pop=86
S1846: N=38, L=35, pop=108
S1853: N=29, L=26, pop=81
S1854: N=43, L=32, pop=107
S1855: N=29, L=41, pop=111
S1856: N=46, L=29, pop=104
S1865: N=45, L=34, pop=113
S1869: N=24, L=30, pop=84
S1872: N=27, L=25, pop=77
S1877: N=19, L=38, pop=95
S1882: N=29, L=46, pop=121
S1889: N=10, L=41, pop=92
S1891: N=40, L=38, pop=116
S2424: N=37, L=43, pop=123
S2434: N=27, L=46, pop=119
S2436: N=15, L=24, pop=63
S2437: N=33, L=37, pop=107
S2447: N=30, L=28, pop=86
S2456: N=18, L=20, pop=58
S2458: N=36, L=20, pop=76
S2464: N=34, L=29, pop=92
S2470: N=32, L=43, pop=118
S2479: N=14, L=11, pop=36
S2488: N=22, L=21, pop=64
S2498: N=24, L=22, pop=68
S2507: N=22, L=44, pop=110
S2516: N=48, L=52, pop=152
S2520: N=44, L=39, pop=122
S2524: N=16, L=34, pop=84
S2532: N=23, L=45, pop=113
S2536: N=31, L=15, pop=61
S3155: N=39, L=24, pop=87
S3741: N=26, L=30, pop=86
S3742: N=22, L=15, pop=52
S4379: N=28, L=27, pop=82
S4387: N=15, L=15, pop=45
S4391: N=26, L=16, pop=58
S4397: N=23, L=24, pop=71
S4401: N=21, L=17, pop=55
S4403: N=19, L=23, pop=65
S4411: N=28, L=16, pop=60
S4421: N=28, L=24, pop=76
S4428: N=17, L=24, pop=65
S5143: N=20, L=20, pop=60
S5147: N=20, L=20, pop=60
S5154: N=20, L=20, pop=60
S5160: N=20, L=20, pop=60
S5170: N=20, L=20, pop=60
S5180: N=20, L=20, pop=60
S5181: N=20, L=20, pop=60
S5191: N=20, L=20, pop=60
S5201: N=20, L=20, pop=60
S5208: N=20, L=20, pop=60
S5211: N=20, L=20, pop=60
S5216: N=20, L=20, pop=60
S5224: N=20, L=20, pop=60
S5234: N=20, L=20, pop=60
S3: N=97, L=47, pop=191
S8: N=50, L=41, pop=132
S10: N=79, L=50, pop=179
S15: N=46, L=40, pop=126
S23: N=50, L=20, pop=90
S31: N=33, L=48, pop=129
S32: N=59, L=45, pop=149
S39: N=57, L=54, pop=165
S41: N=34, L=56, pop=146
S47: N=42, L=39, pop=120
S52: N=35, L=90, pop=215
S58: N=64, L=68, pop=200
S61: N=35, L=54, pop=143
S63: N=60, L=46, pop=152
S72: N=46, L=59, pop=164
S76: N=44, L=60, pop=164
S182: N=54, L=49, pop=152
S188: N=35, L=27, pop=89
S189: N=58, L=46, pop=150
S192: N=52, L=46, pop=144
S202: N=55, L=58, pop=171
S210: N=43, L=40, pop=123
S211: N=23, L=54, pop=131
S213: N=33, L=59, pop=151
S219: N=82, L=30, pop=142
S224: N=33, L=40, pop=113
S225: N=49, L=30, pop=109
S356: N=57, L=31, pop=119
S361: N=53, L=49, pop=151
S370: N=38, L=53, pop=144
S377: N=68, L=28, pop=124
S381: N=55, L=46, pop=147
S384: N=13, L=31, pop=75
S392: N=33, L=75, pop=183
S398: N=42, L=37, pop=116
S401: N=73, L=48, pop=169
S411: N=64, L=49, pop=162
S414: N=46, L=17, pop=80
S418: N=40, L=75, pop=190
S419: N=56, L=53, pop=162
S427: N=54, L=39, pop=132
S434: N=60, L=68, pop=196
S438: N=9, L=41, pop=91
S659: N=55, L=45, pop=145
S668: N=45, L=45, pop=135
S676: N=30, L=61, pop=152
S949: N=46, L=24, pop=94
S951: N=42, L=34, pop=110
S954: N=44, L=62, pop=168
S955: N=17, L=38, pop=93
S959: N=29, L=68, pop=165
S968: N=48, L=48, pop=144
S977: N=41, L=29, pop=99
S979: N=60, L=49, pop=158
S981: N=50, L=42, pop=134
S982: N=36, L=44, pop=124
S992: N=44, L=28, pop=100
S998: N=28, L=20, pop=68
S1000: N=41, L=42, pop=125
S1008: N=44, L=39, pop=122
S1010: N=28, L=49, pop=126
S1012: N=12, L=41, pop=94
S1019: N=53, L=48, pop=149
S1375: N=20, L=23, pop=66
S1385: N=54, L=33, pop=120
S1395: N=23, L=16, pop=55
S1401: N=50, L=39, pop=128
S1407: N=34, L=47, pop=128
S1410: N=43, L=47, pop=137
S1418: N=50, L=17, pop=84
S1428: N=52, L=44, pop=140
S1436: N=63, L=30, pop=123
S1437: N=26, L=46, pop=118
S1821: N=64, L=50, pop=164
S1825: N=16, L=41, pop=98
S1829: N=35, L=36, pop=107
S1839: N=26, L=39, pop=104
S1840: N=27, L=30, pop=87
S1845: N=13, L=40, pop=93
S1846: N=39, L=32, pop=103
S1853: N=37, L=25, pop=87
S1854: N=48, L=33, pop=114
S1855: N=33, L=42, pop=117
S1856: N=55, L=39, pop=133
S1865: N=49, L=44, pop=137
S1869: N=24, L=33, pop=90
S1872: N=37, L=27, pop=91
S1877: N=21, L=46, pop=113
S1882: N=24, L=50, pop=124
S1889: N=7, L=47, pop=101
S1891: N=41, L=38, pop=117
S2424: N=43, L=41, pop=125
S2434: N=34, L=44, pop=122
S2436: N=16, L=33, pop=82
S2437: N=36, L=41, pop=118
S2447: N=38, L=31, pop=100
S2456: N=22, L=27, pop=76
S2458: N=44, L=22, pop=88
S2464: N=35, L=38, pop=111
S2470: N=28, L=38, pop=104
S2479: N=24, L=10, pop=44
S2488: N=27, L=22, pop=71
S2498: N=34, L=29, pop=92
S2507: N=21, L=42, pop=105
S2516: N=51, L=56, pop=163
S2520: N=39, L=42, pop=123
S2524: N=11, L=34, pop=79
S2532: N=22, L=40, pop=102
S2536: N=35, L=11, pop=57
S3155: N=43, L=32, pop=107
S3741: N=27, L=30, pop=87
S3742: N=23, L=19, pop=61
S4379: N=26, L=32, pop=90
S4387: N=12, L=13, pop=38
S4391: N=25, L=26, pop=77
S4397: N=23, L=23, pop=69
S4401: N=28, L=20, pop=68
S4403: N=15, L=26, pop=67
S4411: N=30, L=15, pop=60
S4421: N=27, L=21, pop=69
S4428: N=20, L=24, pop=68
S5143: N=26, L=17, pop=60
S5147: N=24, L=22, pop=68
S5154: N=18, L=16, pop=50
S5160: N=17, L=27, pop=71
S5170: N=21, L=28, pop=77
S5180: N=19, L=20, pop=59
S5181: N=23, L=17, pop=57
S5191: N=22, L=27, pop=76
S5201: N=15, L=20, pop=55
S5208: N=17, L=23, pop=63
S5211: N=29, L=29, pop=87
S5216: N=26, L=17, pop=60
S5224: N=30, L=15, pop=60
S5234: N=25, L=25, pop=75
S5970: N=20, L=20, pop=60
S3: N=107, L=54, pop=215
S8: N=47, L=47, pop=141
S10: N=81, L=58, pop=197
S15: N=47, L=50, pop=147
S23: N=50, L=28, pop=106
S31: N=28, L=53, pop=134
S32: N=65, L=41, pop=147
S39: N=62, L=55, pop=172
S41: N=34, L=56, pop=146
S47: N=42, L=37, pop=116
S52: N=36, L=90, pop=216
S58: N=66, L=76, pop=218
S61: N=36, L=64, pop=164
S63: N=57, L=41, pop=139
S72: N=44, L=55, pop=154
S76: N=49, L=57, pop=163
S182: N=56, L=50, pop=156
S188: N=43, L=29, pop=101
S189: N=65, L=46, pop=157
S192: N=58, L=53, pop=164
S202: N=54, L=61, pop=176
S210: N=45, L=43, pop=131
S211: N=28, L=52, pop=132
S213: N=30, L=61, pop=152
S219: N=82, L=27, pop=136
S224: N=34, L=49, pop=132
S225: N=53, L=32, pop=117
S356: N=63, L=38, pop=139
S361: N=63, L=49, pop=161
S370: N=34, L=53, pop=140
S377: N=68, L=28, pop=124
S381: N=55, L=56, pop=167
S384: N=18, L=26, pop=70
S392: N=31, L=82, pop=195
S398: N=51, L=47, pop=145
S401: N=80, L=53, pop=186
S411: N=59, L=51, pop=161
S414: N=55, L=23, pop=101
S418: N=41, L=76, pop=193
S419: N=54, L=59, pop=172
S427: N=51, L=34, pop=119
S434: N=63, L=72, pop=207
S438: N=7, L=50, pop=107
S659: N=59, L=51, pop=161
S668: N=47, L=48, pop=143
S676: N=33, L=64, pop=161
S949: N=44, L=29, pop=102
S951: N=47, L=44, pop=135
S954: N=52, L=69, pop=190
S955: N=16, L=35, pop=86
S959: N=29, L=66, pop=161
S968: N=48, L=58, pop=164
S977: N=48, L=28, pop=104
S979: N=55, L=52, pop=159
S981: N=60, L=49, pop=158
S982: N=44, L=48, pop=140
S992: N=46, L=24, pop=94
S998: N=25, L=18, pop=61
S1000: N=48, L=52, pop=152
S1008: N=50, L=36, pop=122
S1010: N=28, L=47, pop=122
S1012: N=19, L=48, pop=115
S1019: N=57, L=46, pop=149
S1375: N=16, L=32, pop=80
S1385: N=64, L=33, pop=130
S1395: N=18, L=25, pop=68
S1401: N=49, L=39, pop=127
S1407: N=36, L=43, pop=122
S1410: N=49, L=45, pop=139
S1418: N=57, L=17, pop=91
S1428: N=56, L=47, pop=150
S1436: N=61, L=28, pop=117
S1437: N=21, L=45, pop=111
S1821: N=65, L=56, pop=177
S1825: N=17, L=51, pop=119
S1829: N=42, L=35, pop=112
S1839: N=27, L=34, pop=95
S1840: N=25, L=37, pop=99
S1845: N=11, L=48, pop=107
S1846: N=41, L=37, pop=115
S1853: N=46, L=21, pop=88
S1854: N=44, L=36, pop=116
S1855: N=40, L=45, pop=130
S1856: N=53, L=34, pop=121
S1865: N=49, L=53, pop=155
S1869: N=25, L=35, pop=95
S1872: N=46, L=24, pop=94
S1877: N=26, L=46, pop=118
S1882: N=20, L=50, pop=120
S1889: N=6, L=44, pop=94
S1891: N=50, L=47, pop=144
S2424: N=49, L=40, pop=129
S2434: N=43, L=42, pop=127
S2436: N=14, L=39, pop=92
S2437: N=34, L=49, pop=132
S2447: N=45, L=36, pop=117
S2456: N=20, L=32, pop=84
S2458: N=51, L=22, pop=95
S2464: N=30, L=43, pop=116
S2470: N=28, L=33, pop=94
S2479: N=20, L=18, pop=56
S2488: N=33, L=31, pop=95
S2498: N=36, L=24, pop=84
S2507: N=20, L=52, pop=124
S2516: N=49, L=66, pop=181
S2520: N=36, L=51, pop=138
S2524: N=20, L=41, pop=102
S2532: N=21, L=48, pop=117
S2536: N=38, L=11, pop=60
S3155: N=41, L=36, pop=113
S3741: N=29, L=30, pop=89
S3742: N=21, L=29, pop=79
S4379: N=24, L=35, pop=94
S4387: N=16, L=10, pop=36
S4391: N=26, L=35, pop=96
S4397: N=30, L=20, pop=70
S4401: N=30, L=24, pop=78
S4403: N=15, L=33, pop=81
S4411: N=26, L=17, pop=60
S4421: N=35, L=27, pop=89
S4428: N=24, L=24, pop=72
S5143: N=36, L=20, pop=76
S5147: N=27, L=28, pop=83
S5154: N=18, L=24, pop=66
S5160: N=19, L=24, pop=67
S5170: N=27, L=28, pop=83
S5180: N=16, L=25, pop=66
S5181: N=26, L=23, pop=72
S5191: N=20, L=22, pop=64
S5201: N=20, L=24, pop=68
S5208: N=15, L=32, pop=79
S5211: N=39, L=30, pop=99
S5216: N=24, L=18, pop=60
S5224: N=27, L=12, pop=51
S5234: N=34, L=25, pop=84
S5970: N=22, L=23, pop=68
S6681: N=20, L=20, pop=60
S6684: N=20, L=20, pop=60
S6694: N=20, L=20, pop=60
S6703: N=20, L=20, pop=60
S6708: N=20, L=20, pop=60
S6714: N=20, L=20, pop=60
S6718: N=20, L=20, pop=60
S6728: N=20, L=20, pop=60
S6736: N=20, L=20, pop=60
S6737: N=20, L=20, pop=60
S6743: N=20, L=20, pop=60
S6746: N=20, L=20, pop=60
S6753: N=20, L=20, pop=60
S6761: N=20, L=20, pop=60
S3: N=113, L=49, pop=211
S8: N=46, L=44, pop=134
S10: N=90, L=58, pop=206
S15: N=55, L=45, pop=145
S23: N=54, L=32, pop=118
S31: N=26, L=63, pop=152
S32: N=61, L=41, pop=143
S39: N=67, L=58, pop=183
S41: N=36, L=63, pop=162
S47: N=47, L=44, pop=135
S52: N=39, L=96, pop=231
S58: N=74, L=82, pop=238
S61: N=32, L=74, pop=180
S63: N=61, L=41, pop=143
S72: N=42, L=65, pop=172
S76: N=46, L=63, pop=172
S182: N=59, L=54, pop=167
S188: N=48, L=30, pop=108
S189: N=67, L=41, pop=149
S192: N=59, L=53, pop=165
S202: N=51, L=56, pop=163
S210: N=44, L=45, pop=134
S211: N=37, L=55, pop=147
S213: N=25, L=68, pop=161
S219: N=79, L=31, pop=141
S224: N=40, L=46, pop=132
S225: N=58, L=36, pop=130
S356: N=64, L=45, pop=154
S361: N=67, L=48, pop=163
S370: N=36, L=56, pop=148
S377: N=66, L=34, pop=134
S381: N=50, L=66, pop=182
S384: N=24, L=32, pop=88
S392: N=28, L=92, pop=212
S398: N=52, L=55, pop=162
S401: N=79, L=54, pop=187
S411: N=57, L=51, pop=159
S414: N=65, L=23, pop=111
S418: N=39, L=76, pop=191
S419: N=63, L=66, pop=195
S427: N=55, L=36, pop=127
S434: N=63, L=76, pop=215
S438: N=3, L=46, pop=95
S659: N=64, L=59, pop=182
S668: N=56, L=44, pop=144
S676: N=43, L=68, pop=179
S949: N=53, L=30, pop=113
S951: N=47, L=51, pop=149
S954: N=52, L=68, pop=188
S955: N=19, L=35, pop=89
S959: N=31, L=62, pop=155
S968: N=43, L=57, pop=157
S977: N=52, L=35, pop=122
S979: N=62, L=60, pop=182
S981: N=67, L=58, pop=183
S982: N=52, L=44, pop=140
S992: N=42, L=31, pop=104
S998: N=26, L=14, pop=54
S1000: N=44, L=55, pop=154
S1008: N=48, L=33, pop=114
S1010: N=31, L=42, pop=115
S1012: N=29, L=45, pop=119
S1019: N=61, L=55, pop=171
S1375: N=21, L=40, pop=101
S1385: N=68, L=33, pop=134
S1395: N=14, L=26, pop=66
S1401: N=54, L=35, pop=124
S1407: N=44, L=43, pop=130
S1410: N=52, L=44, pop=140
S1418: N=63, L=21, pop=105
S1428: N=66, L=56, pop=178
S1436: N=61, L=26, pop=113
S1437: N=30, L=48, pop=126
S1821: N=62, L=65, pop=192
S1825: N=18, L=53, pop=124
S1829: N=49, L=31, pop=111
S1839: N=30, L=32, pop=94
S1840: N=22, L=34, pop=90
S1845: N=19, L=53, pop=125
S1846: N=40, L=44, pop=128
S1853: N=53, L=28, pop=109
S1854: N=46, L=43, pop=132
S1855: N=46, L=42, pop=130
S1856: N=49, L=43, pop=135
S1865: N=48, L=61, pop=170
S1869: N=34, L=39, pop=112
S1872: N=43, L=30, pop=103
S1877: N=22, L=49, pop=120
S1882: N=23, L=56, pop=135
S1889: N=4, L=54, pop=112
S1891: N=56, L=52, pop=160
S2424: N=57, L=36, pop=129
S2434: N=50, L=47, pop=144
S2436: N=15, L=49, pop=113
S2437: N=37, L=59, pop=155
S2447: N=45, L=41, pop=127
S2456: N=15, L=37, pop=89
S2458: N=52, L=19, pop=90
S2464: N=26, L=40, pop=106
S2470: N=24, L=38, pop=100
S2479: N=20, L=18, pop=56
S2488: N=42, L=34, pop=110
S2498: N=42, L=24, pop=90
S2507: N=15, L=48, pop=111
S2516: N=54, L=76, pop=206
S2520: N=41, L=56, pop=153
S2524: N=23, L=47, pop=117
S2532: N=28, L=58, pop=144
S2536: N=45, L=17, pop=79
S3155: N=47, L=46, pop=139
S3741: N=37, L=30, pop=97
S3742: N=31, L=35, pop=101
S4379: N=33, L=30, pop=93
S4387: N=19, L=5, pop=29
S4391: N=27, L=42, pop=111
S4397: N=29, L=17, pop=63
S4401: N=39, L=30, pop=99
S4403: N=13, L=41, pop=95
S4411: N=36, L=25, pop=86
S4421: N=44, L=32, pop=108
S4428: N=25, L=24, pop=73
S5143: N=34, L=26, pop=86
S5147: N=24, L=38, pop=100
S5154: N=17, L=31, pop=79
S5160: N=14, L=33, pop=80
S5170: N=36, L=25, pop=86
S5180: N=16, L=30, pop=76
S5181: N=35, L=30, pop=95
S5191: N=22, L=23, pop=68
S5201: N=16, L=33, pop=82
S5208: N=15, L=35, pop=85
S5211: N=35, L=30, pop=95
S5216: N=21, L=18, pop=57
S5224: N=27, L=10, pop=47
S5234: N=40, L=32, pop=104
S5970: N=18, L=28, pop=74
S6681: N=26, L=16, pop=58
S6684: N=17, L=23, pop=63
S6694: N=19, L=24, pop=67
S6703: N=28, L=17, pop=62
S6708: N=25, L=18, pop=61
S6714: N=20, L=15, pop=50
S6718: N=27, L=29, pop=85
S6728: N=27, L=29, pop=85
S6736: N=21, L=17, pop=55
S6737: N=25, L=16, pop=57
S6743: N=26, L=21, pop=68
S6746: N=27, L=15, pop=57
S6753: N=23, L=29, pop=81
S6761: N=22, L=21, pop=64
S7539: N=20, L=20, pop=60
S7545: N=20, L=20, pop=60
S7551: N=20, L=20, pop=60
S7557: N=20, L=20, pop=60
S7563: N=20, L=20, pop=60
S7573: N=20, L=20, pop=60
S7578: N=20, L=20, pop=60
S7587: N=20, L=20, pop=60
S7597: N=20, L=20, pop=60
S7598: N=20, L=20, pop=60
S7599: N=20, L=20, pop=60
S7600: N=20, L=20, pop=60
S7606: N=20, L=20, pop=60
S7613: N=20, L=20, pop=60
S7619: N=20, L=20, pop=60
S7626: N=20, L=20, pop=60
S7631: N=20, L=20, pop=60
S7639: N=20, L=20, pop=60
S7642: N=20, L=20, pop=60
S7648: N=20, L=20, pop=60
S3: N=121, L=53, pop=227
S8: N=49, L=51, pop=151
S10: N=92, L=68, pop=228
S15: N=56, L=53, pop=162
S23: N=51, L=32, pop=115
S31: N=24, L=63, pop=150
S32: N=71, L=36, pop=143
S39: N=74, L=59, pop=192
S41: N=41, L=68, pop=177
S47: N=42, L=43, pop=128
S52: N=48, L=95, pop=238
S58: N=71, L=79, pop=229
S61: N=33, L=80, pop=193
S63: N=56, L=36, pop=128
S72: N=51, L=72, pop=195
S76: N=48, L=72, pop=192
S182: N=61, L=57, pop=175
S188: N=55, L=38, pop=131
S189: N=63, L=45, pop=153
S192: N=55, L=63, pop=181
S202: N=48, L=52, pop=152
S210: N=52, L=41, pop=134
S211: N=32, L=63, pop=158
S213: N=21, L=72, pop=165
S219: N=84, L=33, pop=150
S224: N=40, L=41, pop=122
S225: N=59, L=41, pop=141
S356: N=74, L=53, pop=180
S361: N=69, L=45, pop=159
S370: N=34, L=60, pop=154
S377: N=75, L=38, pop=151
S381: N=53, L=66, pop=185
S384: N=34, L=29, pop=92
S392: N=30, L=88, pop=206
S398: N=59, L=51, pop=161
S401: N=75, L=51, pop=177
S411: N=58, L=50, pop=158
S414: N=73, L=33, pop=139
S418: N=38, L=80, pop=198
S419: N=59, L=71, pop=201
S427: N=55, L=39, pop=133
S434: N=69, L=86, pop=241
S438: N=1, L=46, pop=93
S659: N=74, L=56, pop=186
S668: N=53, L=44, pop=141
S676: N=39, L=65, pop=169
S949: N=49, L=37, pop=123
S951: N=43, L=56, pop=155
S954: N=62, L=71, pop=204
S955: N=19, L=40, pop=99
S959: N=36, L=60, pop=156
S968: N=47, L=63, pop=173
S977: N=57, L=40, pop=137
S979: N=57, L=69, pop=195
S981: N=74, L=61, pop=196
S982: N=50, L=53, pop=156
S992: N=41, L=38, pop=117
S998: N=29, L=16, pop=61
S1000: N=41, L=60, pop=161
S1008: N=53, L=33, pop=119
S1010: N=36, L=40, pop=116
S1012: N=34, L=44, pop=122
S1019: N=57, L=58, pop=173
S1375: N=31, L=43, pop=117
S1385: N=75, L=30, pop=135
S1395: N=19, L=29, pop=77
S1401: N=63, L=45, pop=153
S1407: N=54, L=38, pop=130
S1410: N=48, L=50, pop=148
S1418: N=65, L=18, pop=101
S1428: N=74, L=54, pop=182
S1436: N=70, L=32, pop=134
S1437: N=39, L=49, pop=137
S1821: N=71, L=65, pop=201
S1825: N=20, L=56, pop=132
S1829: N=51, L=31, pop=113
S1839: N=40, L=37, pop=114
S1840: N=28, L=41, pop=110
S1845: N=20, L=52, pop=124
S1846: N=44, L=46, pop=136
S1853: N=52, L=34, pop=120
S1854: N=44, L=40, pop=124
S1855: N=43, L=44, pop=131
S1856: N=50, L=51, pop=152
S1865: N=53, L=69, pop=191
S1869: N=39, L=40, pop=119
S1872: N=40, L=37, pop=114
S1877: N=28, L=58, pop=144
S1882: N=23, L=51, pop=125
S1889: N=6, L=64, pop=134
S1891: N=58, L=52, pop=162
S2424: N=59, L=37, pop=133
S2434: N=50, L=49, pop=148
S2436: N=10, L=55, pop=120
S2437: N=41, L=68, pop=177
S2447: N=45, L=47, pop=139
S2456: N=24, L=35, pop=94
S2458: N=55, L=20, pop=95
S2464: N=32, L=45, pop=122
S2470: N=30, L=45, pop=120
S2479: N=24, L=14, pop=52
S2488: N=47, L=39, pop=125
S2498: N=52, L=30, pop=112
S2507: N=20, L=56, pop=132
S2516: N=64, L=81, pop=226
S2520: N=50, L=65, pop=180
S2524: N=25, L=47, pop=119
S2532: N=24, L=66, pop=156
S2536: N=44, L=19, pop=82
S3155: N=52, L=47, pop=146
S3741: N=46, L=33, pop=112
S3742: N=39, L=40, pop=119
S4379: N=39, L=28, pop=95
S4387: N=26, L=2, pop=30
S4391: N=37, L=50, pop=137
S4397: N=37, L=13, pop=63
S4401: N=40, L=32, pop=104
S4403: N=22, L=44, pop=110
S4411: N=31, L=34, pop=99
S4421: N=49, L=38, pop=125
S4428: N=27, L=33, pop=93
S5143: N=29, L=21, pop=71
S5147: N=29, L=46, pop=121
S5154: N=24, L=32, pop=88
S5160: N=9, L=28, pop=65
S5170: N=39, L=32, pop=103
S5180: N=19, L=30, pop=79
S5181: N=40, L=27, pop=94
S5191: N=27, L=25, pop=77
S5201: N=21, L=29, pop=79
S5208: N=24, L=34, pop=92
S5211: N=35, L=40, pop=115
S5216: N=24, L=20, pop=64
S5224: N=35, L=7, pop=49
S5234: N=42, L=38, pop=118
S5970: N=19, L=27, pop=73
S6681: N=30, L=13, pop=56
S6684: N=12, L=24, pop=60
S6694: N=25, L=31, pop=87
S6703: N=25, L=13, pop=51
S6708: N=21, L=15, pop=51
S6714: N=25, L=20, pop=65
S6718: N=31, L=31, pop=93
S6728: N=33, L=26, pop=85
S6736: N=30, L=18, pop=66
S6737: N=20, L=14, pop=48
S6743: N=33, L=16, pop=65
S6746: N=33, L=22, pop=77
S6753: N=18, L=39, pop=96
S6761: N=32, L=24, pop=80
S7539: N=17, L=30, pop=77
S7545: N=25, L=19, pop=63
S7551: N=25, L=25, pop=75
S7557: N=29, L=16, pop=61
S7563: N=19, L=26, pop=71
S7573: N=26, L=19, pop=64
S7578: N=24, L=24, pop=72
S7587: N=22, L=22, pop=66
S7597: N=15, L=27, pop=69
S7598: N=29, L=20, pop=69
S7599: N=25, L=19, pop=63
S7600: N=25, L=24, pop=73
S7606: N=30, L=17, pop=64
S7613: N=26, L=22, pop=70
S7619: N=17, L=15, pop=47
S7626: N=20, L=19, pop=58
S7631: N=25, L=18, pop=61
S7639: N=21, L=16, pop=53
S7642: N=18, L=27, pop=72
S7648: N=19, L=18, pop=55
S8588: N=20, L=20, pop=60
S8597: N=20, L=20, pop=60
S8606: N=20, L=20, pop=60
S8607: N=20, L=20, pop=60
S8609: N=20, L=20, pop=60
S8616: N=20, L=20, pop=60
S8620: N=20, L=20, pop=60
S8622: N=20, L=20, pop=60
S8626: N=20, L=20, pop=60
S8629: N=20, L=20, pop=60
S8635: N=20, L=20, pop=60
S8643: N=20, L=20, pop=60
S8652: N=20, L=20, pop=60
S3: N=119, L=58, pop=235
S8: N=55, L=51, pop=157
S10: N=88, L=74, pop=236
S15: N=55, L=54, pop=163
S23: N=58, L=27, pop=112
S31: N=19, L=63, pop=145
S32: N=71, L=34, pop=139
S39: N=71, L=68, pop=207
S41: N=38, L=77, pop=192
S47: N=49, L=42, pop=133
S52: N=56, L=104, pop=264
S58: N=78, L=80, pop=238
S61: N=28, L=75, pop=178
S63: N=58, L=32, pop=122
S72: N=53, L=76, pop=205
S76: N=44, L=70, pop=184
S182: N=63, L=66, pop=195
S188: N=55, L=44, pop=143
S189: N=73, L=49, pop=171
S192: N=63, L=58, pop=179
S202: N=58, L=54, pop=166
S210: N=61, L=46, pop=153
S211: N=40, L=61, pop=162
S213: N=26, L=79, pop=184
S219: N=81, L=38, pop=157
S224: N=44, L=49, pop=142
S225: N=64, L=36, pop=136
S356: N=84, L=55, pop=194
S361: N=74, L=41, pop=156
S370: N=37, L=55, pop=147
S377: N=84, L=43, pop=170
S381: N=60, L=69, pop=198
S384: N=35, L=26, pop=87
S392: N=28, L=91, pop=210
S398: N=56, L=56, pop=168
S401: N=70, L=53, pop=176
S411: N=66, L=47, pop=160
S414: N=73, L=36, pop=145
S418: N=47, L=87, pop=221
S419: N=55, L=70, pop=195
S427: N=58, L=47, pop=152
S434: N=65, L=92, pop=249
S438: N=5, L=47, pop=99
S659: N=79, L=55, pop=189
S668: N=62, L=41, pop=144
S676: N=47, L=70, pop=187
S949: N=46, L=34, pop=114
S951: N=51, L=57, pop=165
S954: N=68, L=76, pop=220
S955: N=15, L=41, pop=97
S959: N=35, L=64, pop=163
S968: N=48, L=73, pop=194
S977: N=58, L=38, pop=134
S979: N=66, L=69, pop=204
S981: N=69, L=69, pop=207
S982: N=45, L=54, pop=153
S992: N=42, L=40, pop=122
S998: N=33, L=24, pop=81
S1000: N=51, L=66, pop=183
S1008: N=51, L=42, pop=135
S1010: N=32, L=41, pop=114
S1012: N=38, L=54, pop=146
S1019: N=59, L=62, pop=183
S1375: N=41, L=39, pop=119
S1385: N=83, L=30, pop=143
S1395: N=22, L=35, pop=92
S1401: N=73, L=40, pop=153
S1407: N=52, L=44, pop=140
S1410: N=52, L=49, pop=150
S1418: N=75, L=28, pop=131
S1428: N=82, L=49, pop=180
S1436: N=70, L=30, pop=130
S1437: N=43, L=49, pop=141
S1821: N=69, L=74, pop=217
S1825: N=24, L=57, pop=138
S1829: N=53, L=30, pop=113
S1839: N=35, L=44, pop=123
S1840: N=37, L=48, pop=133
S1845: N=15, L=55, pop=125
S1846: N=49, L=45, pop=139
S1853: N=60, L=32, pop=124
S1854: N=51, L=38, pop=127
S1855: N=44, L=52, pop=148
S1856: N=58, L=49, pop=156
S1865: N=62, L=74, pop=210
S1869: N=49, L=46, pop=141
S1872: N=47, L=43, pop=133
S1877: N=37, L=62, pop=161
S1882: N=29, L=54, pop=137
S1889: N=9, L=74, pop=157
S1891: N=65, L=53, pop=171
S2424: N=67, L=38, pop=143
S2434: N=58, L=51, pop=160
S2436: N=12, L=53, pop=118
S2437: N=42, L=68, pop=178
S2447: N=51, L=43, pop=137
S2456: N=30, L=43, pop=116
S2458: N=61, L=24, pop=109
S2464: N=42, L=40, pop=122
S2470: N=25, L=43, pop=111
S2479: N=31, L=22, pop=75
S2488: N=44, L=44, pop=132
S2498: N=54, L=28, pop=110
S2507: N=23, L=55, pop=133
S2516: N=67, L=78, pop=223
S2520: N=48, L=74, pop=196
S2524: N=24, L=45, pop=114
S2532: N=26, L=71, pop=168
S2536: N=41, L=29, pop=99
S3155: N=58, L=56, pop=170
S3741: N=54, L=43, pop=140
